2.500000000000000000e+02;4.363323129985823279e+00;4.519629109834686853e+06;1.290677433133865334e+07;1.742640344117334195e+01;1.672675149213369039e+01;1.294560249440304567e+01;4.612898870518013617e+00;-1.801042937131510371e+03;3.490923458269116054e+03;1.689880521137605683e+03;3.260665853686283226e+05;3.202698459706771537e+05;5.796739397951168939e+03
2.600000000000000000e+02;4.537856055185256920e+00;4.280518909035297111e+06;1.356003554853058606e+07;1.784055445756588298e+01;1.649513092236703216e+01;1.308783532181787379e+01;4.577442676294195323e+00;-1.094513237476400946e+03;2.990265774342244185e+03;1.895752536865843240e+03;3.235603348512765369e+05;3.178081510188662214e+05;5.752183832410315517e+03
2.700000000000000000e+02;4.712388980384689674e+00;4.200000000000000000e+06;1.408993464005752653e+07;1.828993464005752756e+01;1.620661313144869098e+01;1.327535135725855575e+01;4.543054280458796335e+00;-3.658017743506790111e+02;2.407360335972694429e+03;2.041558561622015532e+03;3.211295625492827967e+05;3.154205924474499188e+05;5.708970101832877845e+03
2.800000000000000000e+02;4.886921905584122428e+00;4.280518909035297111e+06;1.448037089016531408e+07;1.876088979920060851e+01;1.587567500397948450e+01;1.350596985601189282e+01;4.510719998950898812e+00;3.631982532792228540e+02;1.761148601676592307e+03;2.124346854955815161e+03;3.188439870234433911e+05;3.131756493761217571e+05;5.668337647321633995e+03
2.900000000000000000e+02;5.061454830783555181e+00;4.519629109834684990e+06;1.471948109096470289e+07;1.923911020079938794e+01;1.551744673163880250e+01;1.377653584165073930e+01;4.481325924088893409e+00;1.071530741556397743e+03;1.071530741556401836e+03;2.143061483112799579e+03;3.167662424447404337e+05;3.111348424794711173e+05;5.631399965269316453e+03
3.000000000000000000e+02;5.235987755982988823e+00;4.910065359942475334e+06;1.480000000000000000e+07;1.971006535994247244e+01;1.514659134500490190e+01;1.408265750438530262e+01;4.455643306352569333e+00;1.739644664350173571e+03;3.587635380779329921e+02;2.098408202428106506e+03;3.149508452934756642e+05;3.093517190559106530e+05;5.599126237565011252e+03
3.100000000000000000e+02;5.410520681182421576e+00;5.439964451469415799e+06;1.471948109096470289e+07;2.015944554243411702e+01;1.477648450780614375e+01;1.441842885141780428e+01;4.434319635149937433e+00;2.349741946206025659e+03;-3.570465793360697262e+02;1.992695366869955933e+03;3.134435638958705240e+05;3.078712337725145626e+05;5.572330123355961405e+03
3.200000000000000000e+02;5.585053606381854330e+00;6.093225668661340140e+06;1.448037089016531594e+07;2.057359655882665450e+01;1.441872333840189668e+01;1.477617522590076860e+01;4.417874021764736980e+00;2.886025760858613921e+03;-1.056358744450561517e+03;1.829667016408052405e+03;3.122810920638784883e+05;3.067294281067901175e+05;5.551663957088370807e+03
3.300000000000000000e+02;5.759586531581287083e+00;6.849999999999998137e+06;1.408993464005752653e+07;2.093993464005752614e+01;1.408292989901653947e+01;1.514627624987500809e+01;4.406695477538639771e+00;3.334874023427392331e+03;-1.720533657617140761e+03;1.614340365810251569e+03;3.114909273870651377e+05;3.059533108022573870e+05;5.537616584807750769e+03
3.400000000000000000e+02;5.934119456780720725e+00;7.687293240373956040e+06;1.356003554853058048e+07;2.124732878890453591e+01;1.377678043272562469e+01;1.551713642956072547e+01;4.401042824654762597e+00;3.684963407679742886e+03;-2.332108594555742911e+03;1.352854813123999975e+03;3.110913649262663675e+05;3.055608516742206411e+05;5.530513252045726404e+03
3.500000000000000000e+02;6.108652381980152590e+00;8.579664658365264535e+06;1.290677433133866452e+07;2.148643898970393096e+01;1.350618232719417300e+01;1.587538144320892819e+01;4.401045225059996291e+00;3.927366968130666464e+03;-2.875032160639362701e+03;1.052334807491303764e+03;3.110915346009026398e+05;3.055610183324189275e+05;5.530516268483712338e+03
3.600000000000000000e+02;6.283185307179586232e+00;9.499999999999998137e+06;1.214999999999999814e+07;2.164999999999999503e+01;1.327552855573297208e+01;1.620634904897065809e+01;4.406702624149670733e+00;4.055644165079464074e+03;-3.334879431799213307e+03;7.207647332802507663e+02;3.114914325511975330e+05;3.059538069856939255e+05;5.537625565503607504e+03
